video,frame,id,occlusion,x1,y1,x2,y2,content,state,action,gesture,cross,look
video_0001,01036,0,0,929.53,675.81,949.52,719.66,traffic_light,3.0,,,,
video_0001,01037,0,0,934.09,675.41,954.09,719.59,traffic_light,3.0,,,,
video_0001,01038,0,0,938.22,671.96,958.22,716.5,traffic_light,3.0,,,,
video_0001,01039,0,0,941.78,670.12,962.7,714.9,traffic_light,3.0,,,,
video_0001,01040,0,0,945.34,669.05,966.35,714.4,traffic_light,3.0,,,,
video_0001,01041,0,0,948.9,667.97,969.99,713.9,traffic_light,3.0,,,,
video_0001,01042,0,0,953.44,665.9,974.89,712.3,traffic_light,3.0,,,,
video_0001,01043,0,0,957.99,663.84,979.8,710.7,traffic_light,3.0,,,,
video_0001,01044,0,0,962.3,662.82,984.1,710.1,traffic_light,3.0,,,,
video_0001,01045,0,0,966.34,661.43,988.51,708.88,traffic_light,3.0,,,,
video_0001,01046,0,0,970.39,660.03,992.91,707.67,traffic_light,3.0,,,,
video_0001,01047,0,0,974.43,658.64,997.32,706.45,traffic_light,3.0,,,,
video_0001,01048,0,0,979.84,659.22,1003.1,707.2,traffic_light,3.0,,,,
video_0001,01049,0,0,984.23,655.13,1006.5,703.0,traffic_light,3.0,,,,
video_0001,01050,0,0,988.62,654.12,1011.0,702.7,traffic_light,3.0,,,,
video_0001,01051,0,0,993.0,653.12,1015.51,702.4,traffic_light,3.0,,,,
video_0001,01052,0,0,997.17,649.57,1019.8,699.55,traffic_light,3.0,,,,
video_0001,01053,0,0,1001.35,646.01,1024.1,696.7,traffic_light,3.0,,,,
video_0001,01054,0,0,1004.83,647.45,1028.8,697.3,traffic_light,3.0,,,,
video_0001,01055,0,0,1008.66,644.67,1032.68,695.55,traffic_light,3.0,,,,
video_0001,01056,0,0,1012.5,641.9,1036.56,693.8,traffic_light,3.0,,,,
video_0001,01057,0,0,1015.96,641.25,1040.44,693.47,traffic_light,3.0,,,,
video_0001,01058,0,0,1019.41,640.61,1044.32,693.13,traffic_light,3.0,,,,
video_0001,01059,0,0,1022.87,639.96,1048.2,692.8,traffic_light,3.0,,,,
video_0001,01060,0,0,1026.17,638.39,1051.8,691.73,traffic_light,3.0,,,,
video_0001,01061,0,0,1029.46,636.81,1055.4,690.67,traffic_light,3.0,,,,
video_0001,01062,0,0,1032.76,635.24,1059.0,689.6,traffic_light,3.0,,,,
video_0001,01063,0,0,1035.49,633.75,1062.09,688.79,traffic_light,3.0,,,,
video_0001,01064,0,0,1038.22,632.26,1065.17,687.99,traffic_light,3.0,,,,
video_0001,01065,0,0,1040.95,630.77,1068.26,687.18,traffic_light,3.0,,,,
video_0001,01066,0,0,1043.38,628.09,1071.05,685.18,traffic_light,3.0,,,,
video_0001,01067,0,0,1045.82,625.4,1073.84,683.18,traffic_light,3.0,,,,
video_0001,01068,0,0,1048.25,622.72,1076.63,681.19,traffic_light,3.0,,,,
video_0001,01069,0,0,1050.68,620.04,1079.42,679.19,traffic_light,3.0,,,,
video_0001,01070,0,0,1052.36,615.17,1081.44,675.0,traffic_light,3.0,,,,
video_0001,01071,0,0,1055.18,611.43,1084.62,671.95,traffic_light,3.0,,,,
video_0001,01072,0,0,1058.0,607.7,1087.8,668.9,traffic_light,3.0,,,,
video_0001,01073,0,0,1060.92,605.25,1091.23,667.13,traffic_light,3.0,,,,
video_0001,01074,0,0,1063.84,602.79,1094.65,665.36,traffic_light,3.0,,,,
video_0001,01075,0,0,1066.76,600.34,1098.08,663.59,traffic_light,3.0,,,,
video_0001,01076,0,0,1069.68,597.88,1101.51,661.83,traffic_light,3.0,,,,
video_0001,01077,0,0,1072.6,595.42,1104.93,660.06,traffic_light,3.0,,,,
video_0001,01078,0,0,1075.52,592.97,1108.36,658.29,traffic_light,3.0,,,,
video_0001,01079,0,0,1078.44,590.51,1111.78,656.52,traffic_light,3.0,,,,
video_0001,01080,0,0,1081.36,588.06,1115.21,654.75,traffic_light,3.0,,,,
video_0001,01081,0,0,1082.05,586.4,1116.4,653.77,traffic_light,3.0,,,,
video_0001,01082,0,0,1082.74,584.75,1117.6,652.8,traffic_light,3.0,,,,
video_0001,01083,0,0,1084.98,583.08,1120.19,652.26,traffic_light,3.0,,,,
video_0001,01084,0,0,1087.22,581.41,1122.79,651.73,traffic_light,3.0,,,,
video_0001,01085,0,0,1090.32,578.46,1126.24,649.91,traffic_light,3.0,,,,
video_0001,01086,0,0,1093.42,575.51,1129.69,648.09,traffic_light,3.0,,,,
video_0001,01087,0,0,1096.52,572.56,1133.14,646.27,traffic_light,3.0,,,,
video_0001,01088,0,0,1100.59,566.16,1137.57,640.99,traffic_light,3.0,,,,
video_0001,01089,0,0,1107.85,561.35,1145.18,637.31,traffic_light,3.0,,,,
video_0001,01090,0,0,1106.82,558.0,1144.5,635.1,traffic_light,3.0,,,,
video_0001,01091,0,0,1110.93,548.78,1149.35,626.54,traffic_light,3.0,,,,
video_0001,01092,0,0,1112.1,543.22,1151.25,621.66,traffic_light,3.0,,,,
video_0001,01093,0,0,1110.33,541.88,1150.22,621.0,traffic_light,3.0,,,,
video_0001,01094,0,0,1114.93,531.61,1155.56,611.4,traffic_light,3.0,,,,
video_0001,01095,0,0,1118.33,531.44,1159.7,611.9,traffic_light,3.0,,,,
video_0001,01096,0,0,1120.78,527.26,1163.05,608.96,traffic_light,3.0,,,,
video_0001,01097,0,0,1123.22,523.08,1166.39,606.02,traffic_light,3.0,,,,
video_0001,01098,0,0,1125.67,518.9,1169.74,603.09,traffic_light,3.0,,,,
video_0001,01099,0,0,1128.12,514.72,1173.09,600.15,traffic_light,3.0,,,,
video_0001,01100,0,0,1129.93,508.61,1175.79,595.29,traffic_light,3.0,,,,
video_0001,01101,0,0,1131.73,502.51,1178.5,590.42,traffic_light,3.0,,,,
video_0001,01102,0,0,1133.54,496.4,1181.2,585.56,traffic_light,3.0,,,,
video_0001,01103,0,0,1135.47,488.09,1184.03,578.49,traffic_light,3.0,,,,
video_0001,01104,0,0,1137.41,479.78,1186.87,571.42,traffic_light,3.0,,,,
video_0001,01105,0,0,1139.94,467.51,1190.3,560.4,traffic_light,3.0,,,,
video_0001,01106,0,0,1142.19,457.04,1193.88,551.74,traffic_light,3.0,,,,
video_0001,01107,0,0,1144.44,446.57,1197.45,543.08,traffic_light,3.0,,,,
video_0001,01108,0,0,1147.72,438.16,1202.05,536.48,traffic_light,3.0,,,,
video_0001,01109,0,0,1151.0,429.75,1206.66,529.88,traffic_light,3.0,,,,
video_0001,01110,0,0,1154.27,421.33,1211.26,523.27,traffic_light,3.0,,,,
video_0001,01111,0,0,1157.55,412.92,1215.87,516.67,traffic_light,3.0,,,,
video_0001,01112,0,0,1160.83,404.51,1220.47,510.07,traffic_light,3.0,,,,
video_0001,01113,0,0,1163.81,398.31,1224.78,505.68,traffic_light,3.0,,,,
video_0001,01114,0,0,1166.8,392.1,1229.09,501.29,traffic_light,3.0,,,,
video_0001,01115,0,0,1169.78,385.9,1233.4,496.9,traffic_light,3.0,,,,
video_0001,01116,0,0,1172.68,374.99,1238.06,488.05,traffic_light,3.0,,,,
video_0001,01117,0,0,1175.58,364.09,1242.72,479.2,traffic_light,3.0,,,,
video_0001,01118,0,0,1178.48,353.18,1247.38,470.35,traffic_light,3.0,,,,
video_0001,01119,0,0,1181.38,342.28,1252.04,461.5,traffic_light,3.0,,,,
video_0001,01120,0,0,1184.28,331.37,1256.7,452.65,traffic_light,3.0,,,,
video_0001,01121,0,0,1187.19,320.46,1261.36,443.8,traffic_light,3.0,,,,
video_0001,01122,0,0,1190.09,309.56,1266.02,434.95,traffic_light,3.0,,,,
video_0001,01123,0,0,1192.99,298.65,1270.68,426.1,traffic_light,3.0,,,,
video_0001,01124,0,0,1195.89,287.75,1275.34,417.25,traffic_light,3.0,,,,
video_0001,01125,0,0,1198.79,276.84,1280.0,408.4,traffic_light,3.0,,,,
video_0001,01126,0,0,1202.38,262.36,1286.7,395.96,traffic_light,3.0,,,,
video_0001,01127,0,0,1205.97,247.89,1293.41,383.51,traffic_light,3.0,,,,
video_0001,01128,0,0,1209.56,233.41,1300.11,371.07,traffic_light,3.0,,,,
video_0001,01129,0,0,1213.14,218.93,1306.81,358.62,traffic_light,3.0,,,,
video_0001,01130,0,0,1216.73,204.45,1313.51,346.18,traffic_light,3.0,,,,
video_0001,01131,0,0,1220.32,189.98,1320.22,333.73,traffic_light,3.0,,,,
video_0001,01132,0,0,1223.91,175.5,1326.92,321.29,traffic_light,3.0,,,,
video_0001,01133,0,0,1228.23,159.57,1334.35,307.39,traffic_light,3.0,,,,
video_0001,01134,0,0,1232.54,143.65,1341.77,293.5,traffic_light,3.0,,,,
video_0001,01135,0,0,1236.86,127.72,1349.2,279.6,traffic_light,3.0,,,,
video_0001,01136,0,0,1241.43,106.02,1358.08,259.8,traffic_light,3.0,,,,
video_0001,01137,0,0,1246.0,84.32,1366.96,240.0,traffic_light,3.0,,,,
video_0001,01138,0,0,1250.56,62.61,1375.84,220.2,traffic_light,3.0,,,,
video_0001,01139,0,0,1255.13,40.91,1384.72,200.4,traffic_light,3.0,,,,
video_0001,01140,0,0,1259.7,19.21,1393.6,180.6,traffic_light,3.0,,,,
video_0001,01141,0,0,1267.0,0.0,1403.45,155.2,traffic_light,3.0,,,,
video_0001,01142,0,0,1274.3,0.0,1413.3,129.8,traffic_light,3.0,,,,
video_0001,01143,0,0,1290.79,0.0,1423.9,103.1,traffic_light,3.0,,,,
video_0001,01144,0,0,1310.36,0.0,1437.55,74.0,traffic_light,3.0,,,,
video_0001,01145,0,0,1329.93,0.0,1451.2,44.9,traffic_light,3.0,,,,
video_0001,01146,0,0,1350.6,0.0,1466.54,19.5,traffic_light,3.0,,,,
video_0001,01013,1,0,652.98,691.23,664.87,725.98,traffic_light,3.0,,,,
video_0001,01014,1,0,656.92,690.65,668.8,725.77,traffic_light,3.0,,,,
video_0001,01015,1,0,660.09,693.89,671.97,729.38,traffic_light,3.0,,,,
video_0001,01016,1,0,663.25,697.14,675.13,732.99,traffic_light,3.0,,,,
video_0001,01017,1,0,666.42,700.38,678.3,736.59,traffic_light,3.0,,,,
video_0001,01018,1,0,669.59,703.63,681.47,740.2,traffic_light,3.0,,,,
video_0001,01019,1,0,671.35,706.19,683.62,743.32,traffic_light,3.0,,,,
video_0001,01020,1,0,673.11,708.76,685.76,746.44,traffic_light,3.0,,,,
video_0001,01021,1,0,674.88,711.32,687.91,749.56,traffic_light,3.0,,,,
video_0001,01022,1,0,676.64,713.89,690.05,752.68,traffic_light,3.0,,,,
video_0001,01023,1,0,678.4,716.45,692.2,755.8,traffic_light,3.0,,,,
video_0001,01024,1,0,681.21,717.02,695.01,756.37,traffic_light,3.0,,,,
video_0001,01025,1,0,684.02,717.59,697.82,756.95,traffic_light,3.0,,,,
video_0001,01026,1,0,686.82,718.17,700.62,757.52,traffic_light,3.0,,,,
video_0001,01027,1,0,689.63,718.74,703.43,758.1,traffic_light,3.0,,,,
video_0001,01028,1,0,692.44,719.31,706.24,758.67,traffic_light,3.0,,,,
video_0001,01029,1,0,696.0,714.5,709.86,753.4,traffic_light,3.0,,,,
video_0001,01030,1,0,699.57,716.57,713.48,755.02,traffic_light,3.0,,,,
video_0001,01031,1,0,703.13,718.63,717.09,756.64,traffic_light,3.0,,,,
video_0001,01032,1,0,706.24,713.3,720.25,750.86,traffic_light,3.0,,,,
video_0001,01033,1,0,708.73,714.09,722.8,751.2,traffic_light,3.0,,,,
video_0001,01034,1,0,711.77,716.81,725.92,754.8,traffic_light,3.0,,,,
video_0001,01035,1,0,714.5,711.92,728.73,749.76,traffic_light,3.0,,,,
video_0001,01036,1,0,717.22,710.48,731.55,748.16,traffic_light,3.0,,,,
video_0001,01037,1,0,721.45,712.54,735.86,750.77,traffic_light,3.0,,,,
video_0001,01038,1,0,724.02,710.9,738.51,749.68,traffic_light,3.0,,,,
video_0001,01039,1,0,726.59,709.26,741.17,748.6,traffic_light,3.0,,,,
video_0001,01040,1,0,729.71,708.85,744.38,747.5,traffic_light,3.0,,,,
video_0001,01041,1,0,732.83,708.44,747.59,746.4,traffic_light,3.0,,,,
video_0001,01042,1,0,735.95,708.04,750.79,745.3,traffic_light,3.0,,,,
video_0001,01043,1,0,739.07,707.63,754.0,744.2,traffic_light,3.0,,,,
video_0001,01044,1,0,742.24,706.59,757.36,744.7,traffic_light,3.0,,,,
video_0001,01045,1,0,745.4,705.54,760.73,745.19,traffic_light,3.0,,,,
video_0001,01046,1,0,748.57,704.5,764.09,745.69,traffic_light,3.0,,,,
video_0001,01047,1,0,751.74,705.93,767.46,746.19,traffic_light,3.0,,,,
video_0001,01048,1,0,754.9,707.36,770.82,746.69,traffic_light,3.0,,,,
video_0001,01049,1,0,757.7,705.59,773.82,745.47,traffic_light,3.0,,,,
video_0001,01050,1,0,760.5,703.82,776.81,744.25,traffic_light,3.0,,,,
video_0001,01051,1,0,763.29,702.05,779.81,743.04,traffic_light,3.0,,,,
video_0001,01052,1,0,766.09,700.28,782.8,741.82,traffic_light,3.0,,,,
video_0001,01053,1,0,768.89,698.51,785.8,740.6,traffic_light,3.0,,,,
video_0001,01054,1,0,771.8,699.32,788.7,741.41,traffic_light,3.0,,,,
video_0001,01055,1,0,774.14,698.87,791.04,740.96,traffic_light,3.0,,,,
video_0001,01056,1,0,776.48,698.41,793.38,740.5,traffic_light,3.0,,,,
video_0001,01057,1,0,778.82,697.96,795.72,740.05,traffic_light,3.0,,,,
video_0001,01058,1,0,781.17,697.5,798.07,739.59,traffic_light,3.0,,,,
video_0001,01059,1,0,783.51,697.05,800.41,739.14,traffic_light,3.0,,,,
video_0001,01060,1,0,785.85,696.59,802.75,738.68,traffic_light,3.0,,,,
video_0001,01061,1,0,788.19,696.14,805.09,738.23,traffic_light,3.0,,,,
video_0001,01062,1,0,788.69,696.61,805.59,738.69,traffic_light,3.0,,,,
video_0001,01063,1,0,789.19,697.07,806.09,739.16,traffic_light,3.0,,,,
video_0001,01064,1,0,791.28,697.25,808.31,739.79,traffic_light,3.0,,,,
video_0001,01065,1,0,793.37,697.42,810.52,740.43,traffic_light,3.0,,,,
video_0001,01066,1,0,793.62,696.37,810.9,739.84,traffic_light,3.0,,,,
video_0001,01067,1,0,793.88,695.32,811.28,739.25,traffic_light,3.0,,,,
video_0001,01068,1,0,794.92,693.73,812.45,738.12,traffic_light,3.0,,,,
video_0001,01069,1,0,795.97,692.15,813.62,737.0,traffic_light,3.0,,,,
video_0001,01070,1,0,797.01,690.56,814.79,735.88,traffic_light,3.0,,,,
video_0001,01071,1,0,798.06,688.97,815.96,734.75,traffic_light,3.0,,,,
video_0001,01072,1,0,799.11,687.39,817.13,733.62,traffic_light,3.0,,,,
video_0001,01073,1,0,800.15,685.8,818.3,732.5,traffic_light,3.0,,,,
video_0001,01074,1,0,800.38,685.36,818.53,732.33,traffic_light,3.0,,,,
video_0001,01075,1,0,800.61,684.91,818.76,732.16,traffic_light,3.0,,,,
video_0001,01076,1,0,800.84,684.47,818.99,731.99,traffic_light,3.0,,,,
video_0001,01077,1,0,802.6,681.73,820.75,729.52,traffic_light,3.0,,,,
video_0001,01078,1,0,804.35,678.99,822.5,727.05,traffic_light,3.0,,,,
video_0001,01079,1,0,805.38,679.85,823.53,728.18,traffic_light,3.0,,,,
video_0001,01080,1,0,806.41,680.71,824.56,729.31,traffic_light,3.0,,,,
video_0001,01081,1,0,803.93,683.22,822.08,732.1,traffic_light,3.0,,,,
video_0001,01082,1,0,803.07,684.05,821.22,733.2,traffic_light,3.0,,,,
video_0001,01083,1,0,802.2,684.88,820.35,734.3,traffic_light,3.0,,,,
video_0001,01084,1,0,802.88,683.41,821.23,733.27,traffic_light,3.0,,,,
video_0001,01085,1,0,803.55,681.94,822.11,732.25,traffic_light,3.0,,,,
video_0001,01086,1,0,804.23,680.47,822.99,731.23,traffic_light,3.0,,,,
video_0001,01087,1,0,804.9,679.0,823.87,730.2,traffic_light,3.0,,,,
video_0001,01088,1,0,805.58,672.94,824.76,724.59,traffic_light,3.0,,,,
video_0001,01089,1,0,808.83,672.39,828.21,724.48,traffic_light,3.0,,,,
video_0001,01090,1,0,805.29,670.67,824.88,723.2,traffic_light,3.0,,,,
video_0001,01091,1,0,805.73,666.08,825.52,719.06,traffic_light,3.0,,,,
video_0001,01092,1,0,806.18,661.49,826.17,714.91,traffic_light,3.0,,,,
video_0001,01093,1,0,802.2,662.64,822.4,716.5,traffic_light,3.0,,,,
video_0001,01094,1,0,801.77,655.25,821.94,709.52,traffic_light,3.0,,,,
video_0001,01095,1,0,801.75,654.39,821.89,709.07,traffic_light,3.0,,,,
video_0001,01096,1,0,801.74,653.52,821.85,708.63,traffic_light,3.0,,,,
video_0001,01097,1,0,801.72,652.66,821.8,708.18,traffic_light,3.0,,,,
video_0001,01098,1,0,801.44,651.54,821.5,707.47,traffic_light,3.0,,,,
video_0001,01099,1,0,802.39,654.71,822.42,711.06,traffic_light,3.0,,,,
video_0001,01100,1,0,803.35,654.2,823.34,710.97,traffic_light,3.0,,,,
video_0001,01101,1,0,799.4,651.86,819.37,709.04,traffic_light,3.0,,,,
video_0001,01102,1,0,798.1,648.03,818.04,705.62,traffic_light,3.0,,,,
video_0001,01103,1,0,796.79,644.19,816.7,702.2,traffic_light,3.0,,,,
video_0001,01104,1,0,794.9,641.17,815.16,699.64,traffic_light,3.0,,,,
video_0001,01105,1,0,793.02,634.3,813.61,693.24,traffic_light,3.0,,,,
video_0001,01106,1,0,792.57,629.34,813.5,688.75,traffic_light,3.0,,,,
video_0001,01107,1,0,792.11,624.38,813.39,684.26,traffic_light,3.0,,,,
video_0001,01108,1,0,789.66,622.52,811.28,682.87,traffic_light,3.0,,,,
video_0001,01109,1,0,790.06,619.1,812.02,679.91,traffic_light,3.0,,,,
video_0001,01110,1,0,790.45,615.67,812.76,676.95,traffic_light,3.0,,,,
video_0001,01111,1,0,789.3,614.91,811.95,676.65,traffic_light,3.0,,,,
video_0001,01112,1,0,786.84,614.12,809.83,676.33,traffic_light,3.0,,,,
video_0001,01113,1,0,784.37,613.32,807.7,676.0,traffic_light,3.0,,,,
video_0001,01114,1,0,782.32,611.35,805.93,674.7,traffic_light,3.0,,,,
video_0001,01115,1,0,780.26,609.38,804.16,673.4,traffic_light,3.0,,,,
video_0001,01116,1,0,778.21,607.42,802.39,672.1,traffic_light,3.0,,,,
video_0001,01117,1,0,776.15,605.45,800.62,670.8,traffic_light,3.0,,,,
video_0001,01118,1,0,774.1,603.48,798.85,669.5,traffic_light,3.0,,,,
video_0001,01119,1,0,772.05,601.51,797.08,668.2,traffic_light,3.0,,,,
video_0001,01120,1,0,769.99,599.54,795.31,666.9,traffic_light,3.0,,,,
video_0001,01121,1,0,767.94,597.58,793.54,665.6,traffic_light,3.0,,,,
video_0001,01122,1,0,765.88,595.61,791.77,664.3,traffic_light,3.0,,,,
video_0001,01123,1,0,763.83,593.64,790.0,663.0,traffic_light,3.0,,,,
video_0001,01124,1,0,760.46,591.69,786.74,661.67,traffic_light,3.0,,,,
video_0001,01125,1,0,757.09,589.75,783.47,660.34,traffic_light,3.0,,,,
video_0001,01126,1,0,753.72,587.81,780.21,659.01,traffic_light,3.0,,,,
video_0001,01127,1,0,750.34,585.86,776.95,657.69,traffic_light,3.0,,,,
video_0001,01128,1,0,746.97,583.91,773.68,656.36,traffic_light,3.0,,,,
video_0001,01129,1,0,743.6,581.97,770.42,655.03,traffic_light,3.0,,,,
video_0001,01130,1,0,739.47,578.49,766.39,652.17,traffic_light,3.0,,,,
video_0001,01131,1,0,735.33,575.01,762.36,649.32,traffic_light,3.0,,,,
video_0001,01132,1,0,731.19,571.54,758.33,646.46,traffic_light,3.0,,,,
video_0001,01133,1,0,727.06,568.06,754.3,643.6,traffic_light,3.0,,,,
video_0001,01134,1,0,721.37,565.08,749.26,641.37,traffic_light,3.0,,,,
video_0001,01135,1,0,715.67,562.11,744.22,639.14,traffic_light,3.0,,,,
video_0001,01136,1,0,709.98,559.13,739.18,636.91,traffic_light,3.0,,,,
video_0001,01137,1,0,704.28,556.16,734.14,634.68,traffic_light,3.0,,,,
video_0001,01138,1,0,698.59,553.18,729.1,632.45,traffic_light,3.0,,,,
video_0001,01139,1,0,692.9,550.2,722.82,630.22,traffic_light,3.0,,,,
video_0001,01140,1,0,687.2,547.23,716.54,627.99,traffic_light,3.0,,,,
video_0001,01141,1,0,681.51,544.25,710.26,625.76,traffic_light,3.0,,,,
video_0001,01142,1,0,675.81,541.28,703.98,623.53,traffic_light,3.0,,,,
video_0001,01143,1,0,670.12,538.3,697.7,621.3,traffic_light,3.0,,,,
video_0001,01144,1,0,664.35,534.61,692.24,618.63,traffic_light,3.0,,,,
video_0001,01145,1,0,658.57,530.91,686.79,615.96,traffic_light,3.0,,,,
video_0001,01146,1,0,652.8,527.21,681.33,613.28,traffic_light,3.0,,,,
video_0001,01147,1,0,647.03,523.52,675.87,610.61,traffic_light,3.0,,,,
video_0001,01148,1,0,641.25,519.83,670.42,607.94,traffic_light,3.0,,,,
video_0001,01149,1,0,635.48,516.13,664.96,605.27,traffic_light,3.0,,,,
video_0001,01150,1,0,628.5,513.56,658.3,603.72,traffic_light,3.0,,,,
video_0001,01151,1,0,621.52,511.0,651.64,602.18,traffic_light,3.0,,,,
video_0001,01152,1,0,614.54,508.43,644.98,600.63,traffic_light,3.0,,,,
video_0001,01153,1,0,604.45,500.47,635.2,593.7,traffic_light,3.0,,,,
video_0001,01154,1,0,599.62,498.46,631.31,593.44,traffic_light,3.0,,,,
video_0001,01155,1,0,592.32,494.22,624.94,590.96,traffic_light,3.0,,,,
video_0001,01156,1,0,585.02,489.98,618.57,588.49,traffic_light,3.0,,,,
video_0001,01157,1,0,577.72,485.74,612.2,586.01,traffic_light,3.0,,,,
video_0001,01158,1,0,572.24,482.43,607.65,584.46,traffic_light,3.0,,,,
video_0001,01159,1,0,566.75,479.12,603.1,582.91,traffic_light,3.0,,,,
video_0001,01160,1,0,559.34,472.5,596.62,578.06,traffic_light,3.0,,,,
video_0001,01161,1,0,551.92,465.89,590.14,573.2,traffic_light,3.0,,,,
video_0001,01162,1,0,544.51,459.28,583.66,568.35,traffic_light,3.0,,,,
video_0001,01163,1,0,537.1,452.66,577.18,563.5,traffic_light,3.0,,,,
video_0001,01164,1,0,529.32,445.95,570.38,558.35,traffic_light,3.0,,,,
video_0001,01165,1,0,521.54,439.25,563.59,553.2,traffic_light,3.0,,,,
video_0001,01166,1,0,513.75,432.54,556.79,548.05,traffic_light,3.0,,,,
video_0001,01167,1,0,505.97,425.83,549.99,542.9,traffic_light,3.0,,,,
video_0001,01168,1,0,498.19,419.13,543.2,537.75,traffic_light,3.0,,,,
video_0001,01169,1,0,490.41,412.42,536.4,532.6,traffic_light,3.0,,,,
video_0001,01170,1,0,479.98,405.71,526.96,527.45,traffic_light,3.0,,,,
video_0001,01171,1,0,469.56,399.0,517.52,522.3,traffic_light,3.0,,,,
video_0001,01172,1,0,459.13,392.3,508.08,517.15,traffic_light,3.0,,,,
video_0001,01173,1,0,448.7,385.59,498.64,512.0,traffic_light,3.0,,,,
video_0001,01174,1,0,436.8,381.37,488.44,510.25,traffic_light,3.0,,,,
video_0001,01175,1,0,426.49,369.01,479.82,500.36,traffic_light,3.0,,,,
video_0001,01176,1,0,416.18,356.65,471.21,490.48,traffic_light,3.0,,,,
video_0001,01177,1,0,405.86,344.29,462.6,480.59,traffic_light,3.0,,,,
video_0001,01178,1,0,395.55,331.93,453.98,470.7,traffic_light,3.0,,,,
video_0001,01179,1,0,382.38,319.0,442.51,460.24,traffic_light,3.0,,,,
video_0001,01180,1,0,369.21,306.06,431.04,449.78,traffic_light,3.0,,,,
video_0001,01181,1,0,356.04,293.13,419.57,439.32,traffic_light,3.0,,,,
video_0001,01182,1,0,342.87,280.19,408.1,428.86,traffic_light,3.0,,,,
video_0001,01183,1,0,329.7,267.26,396.63,418.4,traffic_light,3.0,,,,
video_0001,01184,1,0,312.19,253.48,382.12,407.17,traffic_light,3.0,,,,
video_0001,01185,1,0,294.67,239.69,367.6,395.95,traffic_light,3.0,,,,
video_0001,01186,1,0,277.15,225.91,353.09,384.72,traffic_light,3.0,,,,
video_0001,01187,1,0,259.64,212.13,338.57,373.49,traffic_light,3.0,,,,
video_0001,01188,1,0,242.12,198.34,324.06,362.27,traffic_light,3.0,,,,
video_0001,01189,1,0,224.61,184.56,309.54,351.04,traffic_light,3.0,,,,
video_0001,01190,1,0,207.36,166.02,295.29,335.06,traffic_light,3.0,,,,
video_0001,01191,1,0,190.11,147.47,281.04,319.07,traffic_light,3.0,,,,
video_0001,01192,1,0,172.85,128.93,266.79,303.09,traffic_light,3.0,,,,
video_0001,01193,1,0,155.6,110.39,252.54,287.1,traffic_light,3.0,,,,
video_0001,01194,1,0,136.82,90.91,236.06,269.3,traffic_light,3.0,,,,
video_0001,01195,1,0,118.04,71.43,219.58,251.5,traffic_light,3.0,,,,
video_0001,01196,1,0,99.26,51.96,203.09,233.7,traffic_light,3.0,,,,
video_0001,01197,1,0,80.48,32.48,186.61,215.9,traffic_light,3.0,,,,
video_0001,01198,1,0,61.7,13.0,170.13,198.1,traffic_light,3.0,,,,
video_0001,01199,1,0,46.28,0.0,159.4,177.93,traffic_light,3.0,,,,
video_0001,01200,1,0,30.85,0.0,133.7,157.75,traffic_light,3.0,,,,
video_0001,01201,1,0,15.43,0.0,110.9,137.58,traffic_light,3.0,,,,
video_0001,01202,1,0,0.0,0.0,78.83,117.4,traffic_light,3.0,,,,
video_0001,01203,1,0,0.0,0.0,56.0,94.98,traffic_light,3.0,,,,
video_0001,01204,1,0,0.0,0.0,56.0,94.98,traffic_light,3.0,,,,
